N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
100,32,26,6.043485685,4.940023268,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
100,24,28,7.101661011,2.350162234,Clayey,Rain-fed,Lahore,"Wheat, Rice"
83,21,28,7.466900683,3.02678461,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
120,23,28,6.877799264,3.347363655,Loamy,Tube well,Rawalpindi,"Barley, Maize"
104,26,30,6.410992833,1.685528418,Loamy,Canal,Rawalpindi,"Barley, Maize"
108,33,31,7.393825704,1.560347564,Sandy,Canal,Lahore,"Wheat, Rice"
91,25,26,7.482414225,0.981681399,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
86,26,27,6.081172981,1.821041134,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
98,18,27,6.516312148,1.816294444,Loamy,Tube well,Multan,"Mango, Wheat"
111,27,31,6.043330951,1.606103885,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
84,39,35,6.959404135,1.088505914,Sandy,Canal,Multan,"Mango, Wheat"
98,27,27,7.238109556,3.939734036,Loamy,Canal,Multan,"Mango, Wheat"
118,21,34,7.234258375,4.876036658,Sandy,Canal,Bahawalpur,"Dates, Millet"
103,27,31,6.691541233,3.628833801,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
82,24,33,6.809593554,2.500075134,Sandy,Canal,Multan,"Mango, Wheat"
86,31,35,6.485761419,2.795480964,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
88,35,35,6.784460602,1.847707428,Loamy,Tube well,Multan,"Mango, Wheat"
84,27,29,7.167092586,4.979833491,Loamy,Rain-fed,Multan,"Mango, Wheat"
120,40,33,6.73410539,0.939438914,Sandy,Tube well,Lahore,"Wheat, Rice"
106,40,30,6.779984384,4.936515051,Clayey,Tube well,Bahawalpur,"Dates, Millet"
113,21,33,7.277422738,1.483495133,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
117,34,25,7.21270048,2.379539127,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
80,30,25,7.487266991,2.662989197,Loamy,Tube well,Multan,"Mango, Wheat"
88,21,27,7.231166546,1.033876174,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
113,33,34,6.559817161,4.781126631,Loamy,Canal,Bahawalpur,"Dates, Millet"
87,23,28,6.979590627,1.067572426,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
113,15,29,6.779230041,3.709915941,Clayey,Canal,Rawalpindi,"Barley, Maize"
98,29,30,6.217974349,3.656618349,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
97,29,27,7.205078785,4.674658419,Sandy,Canal,Rawalpindi,"Barley, Maize"
85,35,32,6.854011265,4.912884216,Clayey,Tube well,Bahawalpur,"Dates, Millet"
82,29,35,6.246872394,2.429370421,Loamy,Tube well,Rawalpindi,"Barley, Maize"
103,33,25,6.911066044,1.207064561,Clayey,Rain-fed,Lahore,"Wheat, Rice"
112,17,28,6.777417989,3.115549697,Sandy,Tube well,Multan,"Mango, Wheat"
99,19,33,6.273741983,1.035787854,Clayey,Canal,Multan,"Mango, Wheat"
120,20,34,6.906124587,0.907728202,Sandy,Tube well,Bahawalpur,"Dates, Millet"
114,27,28,7.162802357,4.554232662,Loamy,Canal,Multan,"Mango, Wheat"
100,40,35,6.955787351,3.361749679,Clayey,Tube well,Multan,"Mango, Wheat"
108,35,25,6.971963169,0.592363109,Sandy,Canal,Rawalpindi,"Barley, Maize"
115,31,30,6.840927967,1.743519842,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
87,28,30,6.536676653,4.585149266,Loamy,Tube well,Multan,"Mango, Wheat"
82,24,26,6.089443603,0.557413297,Clayey,Tube well,Multan,"Mango, Wheat"
94,26,27,7.456460375,3.427176968,Sandy,Canal,Rawalpindi,"Barley, Maize"
87,28,35,6.759211911,2.993894573,Loamy,Tube well,Rawalpindi,"Barley, Maize"
118,40,35,7.460174812,3.899811432,Loamy,Canal,Multan,"Mango, Wheat"
87,38,29,6.652642579,4.699507254,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
92,40,30,6.026287448,4.229875346,Clayey,Rain-fed,Lahore,"Wheat, Rice"
97,22,26,6.074190142,3.786040727,Loamy,Tube well,Bahawalpur,"Dates, Millet"
99,40,32,7.045543056,3.291520037,Sandy,Rain-fed,Lahore,"Wheat, Rice"
89,28,33,6.993236001,4.446143919,Sandy,Tube well,Rawalpindi,"Barley, Maize"
112,39,29,6.726528895,2.700222271,Sandy,Tube well,Bahawalpur,"Dates, Millet"
111,28,26,6.937352845,1.253709986,Loamy,Tube well,Bahawalpur,"Dates, Millet"
114,20,26,7.27905689,3.616276904,Loamy,Canal,Lahore,"Wheat, Rice"
117,26,30,7.079850922,4.572615167,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
111,29,31,6.136286518,0.538921505,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
119,30,28,6.505203696,4.70404117,Loamy,Canal,Bahawalpur,"Dates, Millet"
116,40,33,7.042089492,2.921317813,Clayey,Tube well,Lahore,"Wheat, Rice"
95,37,35,6.348337519,0.980428049,Loamy,Tube well,Bahawalpur,"Dates, Millet"
86,40,33,7.432322234,4.229872225,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
117,37,32,6.787658922,2.743527408,Loamy,Canal,Rawalpindi,"Barley, Maize"
105,18,35,6.743417121,2.211345289,Clayey,Tube well,Lahore,"Wheat, Rice"
109,23,25,7.00733163,1.176040297,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
80,18,31,7.303033217,2.289813221,Sandy,Tube well,Rawalpindi,"Barley, Maize"
101,31,26,6.861235184,0.706415063,Sandy,Canal,Multan,"Mango, Wheat"
103,33,33,7.131435858,0.739314424,Sandy,Tube well,Bahawalpur,"Dates, Millet"
93,26,27,7.288211994,3.649832573,Clayey,Tube well,Rawalpindi,"Barley, Maize"
104,35,28,6.983732393,2.915395423,Clayey,Tube well,Rawalpindi,"Barley, Maize"
116,36,25,6.172090205,4.225569393,Clayey,Tube well,Multan,"Mango, Wheat"
107,38,29,6.35118177,2.333538091,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
101,33,33,6.908671379,1.20212069,Loamy,Rain-fed,Multan,"Mango, Wheat"
107,31,31,6.766184468,3.950123816,Loamy,Rain-fed,Multan,"Mango, Wheat"
99,16,30,6.392791654,2.949853287,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
103,40,30,6.348316257,0.818486052,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
118,31,34,6.123796057,0.80676325,Clayey,Canal,Bahawalpur,"Dates, Millet"
106,21,35,7.428523634,4.868954454,Clayey,Tube well,Multan,"Mango, Wheat"
116,38,34,6.020947179,2.214069929,Clayey,Canal,Rawalpindi,"Barley, Maize"
97,35,26,6.334610249,1.546473452,Loamy,Canal,Bahawalpur,"Dates, Millet"
107,34,32,6.78006386,4.305846732,Loamy,Canal,Lahore,"Wheat, Rice"
99,15,27,6.086922359,4.533128774,Clayey,Rain-fed,Lahore,"Wheat, Rice"
118,33,30,6.362607851,3.082255564,Sandy,Canal,Lahore,"Wheat, Rice"
117,32,34,6.758792552,2.675701013,Sandy,Tube well,Rawalpindi,"Barley, Maize"
104,18,30,6.779832611,2.238513493,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
